id;kode_produk;review;aspect_term_sentiment
6757f90856764b6f2c3aed9d;98204;simple, bawa-bawa dan pakenya gampang jadi enak buat travelling, cuma di saya efeknya jadi kering kulitnya, jadi enggak bisa buat daily dan pastiin kulit muka lagi ok, enggak kering ngelupas dl;"""[{'term': 'lainnya', 'polarity': 'neutral'}]"""
6735c80cfa8ee70564f28de4;82166;secara keseluruhan, azarine hydrashoothe sunscreen gel spf45+++ adalah produk sunscreen yang sangat direkomendasikan. dengan perlindungan yang tinggi, tekstur ringan, dan manfaat tambahan seperti melembapkan dan menyejukkan, produk ini adalah pilihan ideal untuk perlindungan kulit sehari-hari. cocok untuk berbagai jenis kulit, terutama bagi yang tinggal di iklim tropis seperti indonesia.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66e52d5b192756554b688a38;80032;langganan pakai sunscreen dari carasun karena hasilnya tidak terlalu berminyak dan adem di kulit, efektif untuk pemakaian jangka panjang, tidak perlu sering di re apply;"""[{'term': 'efek minyak', 'polarity': 'positive'}]"""
6657c3f30ae7966a5307a5d4;98204;pakai produk ini di bali lumayan ngaruh tapi memang harus rajin-rajin reapply karena matahari di bali nyengat banget. waktu itu mencoba di bagian muka saja sih, muka nya agak aman tapi badannya yang enggak. tapi karena ini spray jadi gampang habis gaworth banget kalo misal di pakai sehari2;"""[{'term': 'lainnya', 'polarity': 'negative'}]"""
65b36d3a3f6a45f47af36ddf;101646;"jarang banget menemukan sunscreen yang cocok di muka aku hampir 1 tahun pakai produk dari skin1004 centella hyalu-cica water-fit sun serum spf 50+ apa ++++ overal produknya bagus dari texture ringan watery cepat menyerap dan enggak lengket  buat reapply nya juga gampang banget""";"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
662d4753de1b3c404909b806;82166;"ini si sunscreen ter the best selama hidup  love you azzarine aku btw semua pakai produk azzarine karena memang sbeagus itu  bakalan repurchase banget""";"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
65d6193e89b2599219a9c1d0;19048;"baru pertama kali mau coba sun creamnya semoga cocok  karena cuma rekom dari teman semoga sesuai sama harganya ya kantong aku sudah kering banget nih""";"""[{'term': 'harga', 'polarity': 'negative'}]"""
66fe958a72729121980fdba4;101646;mencoba sunscreen korea pertama kali dan mantap bos asli. teksturny lightweight banget dan gmpang di blend, enggak ada whitecast jadi lebih percaya diri dan satset buat kemana. pakai ini juga ngrasa kmrahan di muka lebih tersamar entah kenapa dan aga glowing afteruseny.;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
66e7ec5f414d85d14b789b75;80032;sempat underestimate sama product ini, tapi ternyata pas dicoba langsung amazed karena ternyata enggak lengket sama sekali, cepat nyerap di kulit walaupun formulanya agak thick...;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66d723632c5199d092ed8365;82166;sunscreen teringan menurut aku jatuh kepada azarine, teksturnya gel gampang nyerep dan gabikin muka sumuk, tapi sayangnya kurang bagus kalo dipakai buat makeup karena peeling di muka aku;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66a1bd4ecd12801d4e1d1cdb;80032;kepo mencoba s ini karena tergiur harga nya yang sangat terjangkau, tapi di kulitku white cast dan agak perih di pemakaian pertama dan kedua, tapi di pemakaian seterusnya sudah enggak perih. agak kurang nyaman;"""[{'term': 'harga', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'negative'}]"""
66464b1994218d1da222c52d;19048;bagus sih di kulit combi + berminyak, lembab nya kerasa banget karena cream teksturnya tapi tetap ringan, ada wangi aloe nya enggak terlalu ngenganggu sih, enggak bikin wajah jadi panas juga kalo dipakai pas panas panasan;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'aroma', 'polarity': 'neutral'}]"""
65f4b3ec2b6e32c17e864463;98204;sunscreen tersatset dan bikim enggak malas reapply, hanya saja merasa cepat banget habisnya hihi, dan karena enggak dioles jadi merasa kayak sudah cukup enggak ya perlindungannya;"""[{'term': 'lainnya', 'polarity': 'neutral'}]"""
66f17d17e330ef82da029a77;80032;s chemical yang spf nya lumayan tinggi, dan harganya sangat terjangkau. di aku ada efek panas di area mulut sampai ke dagu. jadinya ganti ke physical s karena saran dokter;"""[{'term': 'harga', 'polarity': 'positive'}]"""
66dbed28f977236c7cec5d1d;101646;bisa dibilang ini enggak terlalu watery tapi juga enggak creamy banget. tengah-tengah antara sunscreen carasun & boj. yang paling kusuka efek glowingnya yang benaran ada dan pakai ini benar-benar kayak pakai serum. cocok untuk normal tapi dry skin.;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66362669ccb320eebddf2dba;19048;sudah coba beberapa sunscreen selalu balik ke cosrx. siang2 dipakai sepedaan surprisingly enggak gosong karena pakai sunscreen ini. Textur wise ok banget walaupun agak thick dan lama menyerapnya tapi super fine. sudah habis 8 tube & always repurchase;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
662530f0e82939745d08f209;19048;teksturnya ringan! jadi ini nyaman banget untuk re-apply lagi. dan enggak ada whitecast sama sekali. untuk penggunaan sehari-hari, sun cream ini sudah cukup untuk melindungi kulit dari paparan sinar matahari, tapi aku belum pernah coba kalau ke pantai pakai ini, hasilnya seperti apa.;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
6705600a8fc6b8c5a674eb57;80032;easy tapi blend, enggak ada after effect yang white begitu, smooth & light. sok far sudah hampir lebih dari setahun pakai itu untuk kulit aku yang kombinasi cocok dan enggak ada efek sampingnya and the best part is price nya yang cukup affordable! if you guys have combination skin like me, just try itu;"""[{'term': 'whitecast', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
6713789d2612647d5fb9b21d;80032;teksturnya tuh agak thick tapi mudah saja diaplikasikan ke kulit wajah atau badan. tapi setelah dipakai tuh malah peeling dia. jadi ya dipakai di badan saja.;"""[{'term': 'tekstur', 'polarity': 'neutral'}]"""
66fb2dd1e451b1be72d48df0;82166;suka banget sama sunscreen ini, sunscreen paling cocok di kulitku. harganya affordable terus cepat menyerap, pokoknya recommended deh. ringan juga, juarak.;"""[{'term': 'harga', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
66df9e48ee98e14cfe77bbdb;101646;bagus bikin lembab enggak kusam bikin kulit mulua halus sudah repurchase ke 2 aku sekarang bakal pakai ini terus buat sunscreen di muka biar lebih glowing lagi;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
675e650209adc447f1965b6b;98204;iseng beli enggak taunya bagus banget ini sunscreen, enggak bikin perih dimana terus praktis, kalau lagi diluar tinggal semport saja pakai suncreen ini kalian harus mencoba deh;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
67068025924d2916f8806a72;80032;sunscreen ini luar biasa! dengan formula ringan, mudah menyerap, dan tidak meninggalkan bekas lengket. memberikan perlindungan maksimal dari sinar uv, menjaga kulit tetap lembap dan cerah. cocok untuk pemakaian sehari-hari, membuat kulit terasa segar dan terlindungi!;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
668a8f16614e32264479e7c4;19048;sudah repurchase beberapa kali, its a really good product, enggak bikin iritasi and whitecastnya dikit banget, but untuk yang oily skin kadang jadinya agak terlalu oily throughout the day;[{'term': 'tekstur', 'polarity': 'positive'}]
65e6e1c167e179629c5e6b2f;19048;baunya enak, texturnya mudah menyerap, packaging juga kokoh. di aku yang combination skin kalau pakai sunscreen sesuai anjuran bikin gampang oily di t zone area;"""[{'term': 'aroma', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'negative'}]"""
66e5b1c6ddf3237df875b962;82166;cinta banget sama s azarine! dari 2022 enggak pernah ganti sunscreen, sudah habis bertube-tube. i love the texture, dia gel tapi hydrating banget enggak bikin kering walau enggak pakai moist;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
669f4471cda5dfc7ca4fe791;82166;sunscreen gel ini memberikan perlindungan uv yang cukup, tetapi sayangnya kurang efektif dalam memberikan hidrasi yang memadai. selain itu, produk ini bisa terasa agak lengket di kulit. secara keseluruhan, meskipun ada beberapa kekurangan, produk ini masih bisa digunakan untuk perlindungan uv dasar.;"""[{'term': 'tekstur', 'polarity': 'negative'}]"""
67669c30667ef73413a7d94f;80032;sunscreennya cocok di kulitku yang oily teksturnya ringan dan tidak membuat white case di kulit wajah, selain itu tekstur waternya mudah menyerap ke kulit;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}]"""
664e03d8f1350fa410385950;101646;kemasan praktis bisa dibawa berpergian dan enggak makan tempat. untuk tekstur serumnya sendiri cepat meresap ke kulit wajah, enggak bikin perih kulit wajah aku juga walaupun baru pertama kali pakai.;"""[{'term': 'tekstur', 'polarity': 'negative'}]"""
676e55f7d6b5755272f31b95;80032;untuk dari sisi harganya sunscreen ini sudah oke banget, cuma minesnya aga teksturnya kurang, cuma masi oke banget sih gays, cocok kalau buat aktivitas;"""[{'term': 'harga', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'negative'}]"""
66321b4e69a0fa0441a63d97;101646;cocok untuk tipe kulitku yang oily tapi juga sering terkelupas, enggak membuat jerawat di wajah tambah parah. untuk konsistensi selama pemakaian gampang di blend;"""[{'term': 'efek minyak', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
676b689f36cce988f9342cb4;101646;very recommended for dry skin! sebelum makeup wajib banget pakai sunscreen ini karena enggak cuma ngelindungin kulit dari matahari dengan spfnya, tapi juga bikin lembap puoool! bakal repurchase sih;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
670e0e6705f048f09d2a853c;98204;rekomeen sunscreen spray ini super duper simple jadi kita tinggal reaply saja ke muka terus dia ada varian yang kecil yang gampang buat kita bawa kemana mana;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
662660c06dd1ecf9c9b80f81;19048;baru pertama kali.coba dan kulit jadi lembap dan tidak kering. suka sih karena enggak white cast dan nyatu ke kulit jadi kalo dikombinasikan dengna cushion oke oke saja;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
672f4bf4badedfa9cb9fc642;101646;akhirnya nemu produk satset yang traveler friendly dan cocok di kulit aku. benar-benar deh ini sunscreen cepat banget meresap kayak pakai serum begitu, sesuai banget sih sama claim produk nya.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6757e8eb46aa153b6b8c1243;80032;mantap banget barang ini terbaik dan paling bagus banget intuk kulit yang baru saja ganti atau meremajakan kulit saya yang kusam sekalai mantap;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66c8b65fc418f109c45f6918;19048;ini by far sunscreen paling bagus yang pernahku punya. texturenya ringan banget dan enggak lengket. sunscreen ini walaupun kecil isisnya cukup banyak, dan karena kecil enak dibawa kemana-mana.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
664f29feef29892b06fbf804;101646;sunscreen-nya ringan banget di kulit apalagi yang kalau punya kulit kering ini cocok banget sih.  teksturnya cepat meresap dan enggak bikin lengket samasekali. kebetulan banget ada size yang kecilnya jadi muat di tas untuk travel;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66e43b2addcd9bcb3e0736ba;82166;jadi tahu sih alasan kenapa sunscreen satu ini dulu sangat viral. baru mencoba dan langsung suka. teksturnya kayak pelembab, cepat nyerap, no whitecast, dan ada sensasi dinginya, aman dibawah makeup dan enggak peeling definisi menyenangkan dan enggak neko-neko, dan yang bikin senang lagi adalah harganya affordable dan masuk dikantong pelajar. aku sudah repurchase berkali-kali. luv grab yours!!;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
66705c52e0f3ecb58db5349f;98204;cocok dipakai untuk reapply sunscreen setelah pakai makeup gabikin makeup luntur. setelah dipakai buat muka aga sedikit berminyak tapi gabikin makeup berat setelah dipakai;"""[{'term': 'efek minyak', 'polarity': 'negative'}]"""
65ae7dcff75e55287832de66;101646;tekstur nyaman di muka, hasil yang diberikan tidak meninggalkan whitecast namun membuat kulit wajah menampak lebih cerah dan bersih. packaging nyaman dibawa saat travelling;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
661d6dd825a7153be96dfca4;82166;suka banget sama texturenya, tidak lengket tidak bikin jerawatan juga. tidak mempengaruhi makeup juga. work on my face yang super gradakan ini wil repurchase.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6732fc0a36d5c651a216ee5a;98204;"packgingnya kurang bagus karena kadang bisa stuck tidak bisa spray enggak tau kenapa sudah sering kejadian begini mohon skintific upgrade packagingnya karena suka banget sama produknya""";"""[{'term': 'lainnya', 'polarity': 'neutral'}]"""
65f9d2c6f6dd42b89be6414d;98204;praktis banget, apalagi buat kita cewek cewek yang suka pakai make up, jadi enggak perlu worry atau repot untuk hapus make up dulu, tinggal semprot! ada wangi juga!;"""[{'term': 'aroma', 'polarity': 'positive'}]"""
667fa445459c26c2feb690e7;98204;bagus banget sunscreen nya . harga nya juga terjangkau . suka banget belanja disini dapat fre paperbag kalau ada minimal belanja . bakal next beli terus disini;"""[{'term': 'harga', 'polarity': 'positive'}]"""
66784251c8e8424cb8826c46;82166;sunscreen andalan!! selalu pakai azarine sampai sekarang, lightweight, enggak whitecast, dan enggak terlalu mahal untuk ukuran segitu. pengin coba yang lain tapi takut cocok haha, kalo cocok dan lebih mahal kan repot;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
66c6be5ebe38159b07afb498;98204;ini itu enggak geser make up sama sekali. jadi enak banget buat retouch sunscreen tinggal semprot. ringan juga dan size nya pas buat dibawa kemana-mana. worth to buy;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66888bc5dc1ecb4ba7df71f4;80032;sunscreen yang ringan bikin kulit nyaman sepanjang hari, tekstur creamnya enggak bikin muka lengket dan gerah. langsung nyerap ketika diaplikasikan ke muka. enggak berat dan enggak bikin muka ku yang oily jadi more oily. produk ini ngeklaim kalau formulasi nya cocok untuk kulit orang yang tinggal di negara tropis, which means produk ini cocok buat kita yang tinggal di indonesia.;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}]"""
66d85b0d746049cdc847ce46;80032;saya sangat suka sekali dengan produk ini saya menyarankan produk ini untuk kalian yang ingin membeli sunscreen karena produk ini sangat bagus dan cocok;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
6766dbea667ef74c46a88328;101646;bikin lembab dan glowing tapi tidak berminyak, enggak perih kalau keringat masuk ke mata, jika lagi iritasi pakai sunscreen ini kemerahannya berkurang, texturenya juga ringan dan tidak berat jika di layer;"""[ {'term': 'efek minyak', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
66af0bbc7dbc0c0985a852b0;80032;dulu beli karena ada promo bundling jadi murah, tapi jujur untuk muka yang berminyak kayak aku, aku enggak cocok. bikin makin minyakan, dan dia agak berat terus ada whitecast juga. lengket lama keringnya, dipakai seharian jadi agak enggak nyaman karena muka jadi minyakan banget;"""[ {'term': 'efek minyak', 'polarity': 'negative'}, {'term': 'tekstur', 'polarity': 'negative'}, {'term': 'whitecast', 'polarity': 'negative'}]"""
66a2605c3b7d851c19755544;80032;sudah pakai 1 botol ini dan benar benar sengaruh itu, aku kerja di sunter dan pasti tau kan mataharinya terik banget dan muka aku enggak pernah sekali pun jadi kusam atau belang, ini sunscreen bagus banget asli dan ringan;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
666945491cc8e696fa0ded87;19048;ini sih sudah enggak ada lawan lagi paling suka sunscreen cosrx karena teksturnya lembut  enggak graisy enggak meninggalkan residu dan enggak khawatir dipakai saat berjerawat. ada efek calming and shooting juga di kulitku pas lagi berjerawat.;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}]"""
66afb83972a4e3d85691ebce;19048;cocok banget buat muka ku yang berminyak, cepat nyerap ke kulit, setelah dipakai masih kerasa ringan, enggak bikin white cast. lebih cocok pakai ini dibanding brand a gambar matahari;"""[{'term': 'tekstur', 'polarity': 'positive'},  {'term': 'whitecast', 'polarity': 'positive'}]"""
6757c56043cd6542a13333ef;19048;item  ini efektif banget! jerawat cepat reda, kulit jadi halus, dan tidak bikin iritasi. cocok untuk kulit sensitif. wajib coba!!!!!!!!!!!!!!!!!!!!!!!!;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
65b1f13f4aee39598b5bd0f2;101646;sunscreen ini enak banget di aku yang kulitnya sensitif, berminyak dan acne prone. teksturnya cair dan nyaman di kulit, hasil akhirnya juga enggak lengket. aku biasa juga pakai sebagai primer sebelum foundation dan enggak ada masalah, enggak pilling.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6652d8129ae559def8717164;80032;thick banget, agak bahaya buat yang acne prone skin ya sepertinya, agak hikin oily juga cuman enggak yang jaid kusam, ada dikit whitecast mungkin karena thick;"""[{'term': 'tekstur', 'polarity': 'negative'}, {'term': 'efek minyak', 'polarity': 'negative'}, {'term': 'whitecast', 'polarity': 'negative'}]"""
66f426cf694c39370ea84d27;80032;good product i think, enggak white cast, enggak berasa berat di muka. dia bagus banget di pakai sebelum makeup as base sebelum base makeup atau skin prep.;"""[{'term': 'whitecast', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
676f60123a193c331ef4ed84;19048;pricey but worth! i noticed itu when my skin was patchy using other sunscreens, when i used s cosrx my skin was not patchy! a good luck for me, hope tapi get another discount!!;"""[{'term': 'harga', 'polarity': 'neutral'}]"""
6688157313ed2f5690d2a120;101646;baru pertama kali beli sunscreen nya skin1000 semoga cocok, texture nya lumayan ringan spf nya juga sudah 50 lumayan bikin cerahan kalo di aku lumayan lah;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
668555295adc0f6932d6bc6a;82166;baru pertama kali beli sunscreen dari azarine karena jujur belum pernah ada yang cocok, untuk azarine jujur enggak terlalu bikin muka tambah minyakan di oily skinku.;"""[{'term': 'efek minyak', 'polarity': 'positive'}]"""
675e5af7143c66d3ae03361c;101646;aku baru mencoba yang kecilnya, karena kulit aku super oily jadi kalau pakai ini memang berminyak parah, cuman untuk teksture juara sih ini cepat meresap, dimuka aku yang berjeraway enggak masalah;"""[{'term': 'efek minyak', 'polarity': 'negative'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
66d298745827aafc62ad82f6;101646;gila ini sunscreen teksturnya enak beet. ringan walaupun dikulit gua yang oily. harga luamayan pricey but worth the quality. teksturnya cair kental dikit dan gampang diblend sama mudah nyerap;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'neutral'}]"""
668fff172b30dd0431ae158f;101646;aku sudah pernah pakai, dan memang ini enak banget salah satu suncreen yang paling ringan dan bikin lembab tapi enggak bikin sumuk di muka enak banget dipakai sehari-hari;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6697394a440eab6b6f2a271e;80032;favorit nih.. beli 2 sekaligus  kurang lebih 5bln lalu.. yang 1 botol lagi pakai sekarang, terus masih ada sisa banyak.. belum 1 tube yang masih di keep creamnya ringan banget enggak white cast n enggak oily;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}]"""
662b798863b3103f6d6e793c;98204;beli karena lagi diskon heeheh oke banget sih buat reapply sunscreen karena dia enggak bikin makeup jadi luntur ,teksturny juga gampang ngeresep jadi oke lah;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6693ea1bf39f38203f21fd38;98204;cocok banget sama sunspray skintific, mudah buat di re apply, enggak ngerubah make up dan ringan begitu enggak lengket waktu dipakai, dan mudah dibawa kemana mana jadi bisa di re apply kapanpun;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66fb8befbc971ff794cd4631;80032;suncreen carasun solar smart uv protect ini the best sih, sangat cocok untuk semua jenis kulit, tampilannya yang ringan se ringan awan dan mudah di bland sih, harganya juga pas pas dikantong;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}]"""
66348a6f68b0f495e0237c01;82166;walaupun packaginya bulky begitu, tapi yang penting sunscreen ini enggak bau, enggak bikin komedoan dan enggak meninggalkan whitecast juga, termasuk oke juga lah ya harganya karena tempatnya besar. finishnya juga oke banget bukan typical sunscreen yang lengket. sejauh ini sunscreen ini yang repurchase terus terusan;"""[{'term': 'aroma', 'polarity': 'positive'}, {'term': 'whitecast', 'polarity': 'positive'}, {'term': 'harga', 'polarity': 'positive'}, {'term': 'tekstur', 'polarity': 'positive'}]"""
6739ecee8830b936bbc2ac7b;101646;bagus sangat bagus worth itu chef kis i love skin 1004 spf 50 bukan main memang bakal repurchase forever deh, memang ini sunscreen bukan sunscreen macam-macam very gentle tidak whitecast;"""[{'term': 'whitecast', 'polarity': 'positive'}]"""
667900e4822456e507393ccf;80032;benar benar suncreen teringan yang pernah aku coba sih, enggak lengket gampang ngeresep juga, love banget deh sama su carasun ini. cocok banget buat kulit kering juga;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
66a822c036388449cce7297f;80032;menyerapnya lumayan cepat dan bikin lembab juga. enggak bikin kulit belang kena matahari. wanginya juga segar enggak bikin pusing. kalau untuk mencerahkan enggak langsung instant jadi rutinin saja pakai nya, bikin kulit sehat juga kok. kalo sudah nyerap kena air enggak akan luntur sih di aku;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'aroma', 'polarity': 'positive'}, {'term': 'waterproof', 'polarity': 'positive'}]"""
664c21a74509b2777714f7de;80032;ini sudah botol saya yang kesekian. saya sepertinya sudah tidak tertarik lagi dengab produk sunscreen lainnya. saya suka sekali teksturnya yang mudah meresap di kulit dan tidak lengket.;"""[{'term': 'tekstur', 'polarity': 'positive'}]"""
6606bf8c876bbe2062302def;19048;very very very good sunscreen ive tried sok far! sok soothing (no need moisturizer bcs i have oily skin). but what i love the most is itu doesnt irritate my skin;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
66e73087414d850d92780518;82166;enak banget pas habis memakai enggak lengket. cocok buat yang mau pakai sunscreen tapi enggak mau berminyak karena ini benaran bikin muka enggak gampang berminyak. i would definitely recommend this;"""[{'term': 'tekstur', 'polarity': 'positive'}, {'term': 'efek minyak', 'polarity': 'positive'}]"""
6673a4c75aaef471b137b5cd;82166;pakai sunscreen ini atas rekomendasi dokter, karena waktu itu cari sunscreen yang enggak neko-neko! muka breakout dan kering, rasanya nyaman pakai sunscreen ini, serasa pakai pelembab juga. kulit serasa enggak ngamuk lagi, dipakai outdoor panas-panasan juga masih oke, love itu!;"""[{'term': 'lainnya', 'polarity': 'positive'}]"""
675a9fa293b284f7ee788804;98204;bagus perlindungannua, walaupun baunya lumayan buat enggak nyaman, tapi saat dipakai berenang benaran buat enggak belang, tiap pulsek selalu re aplly di muka dan leher aman dan enggak buat jerawat.;"""[{'term': 'aroma', 'polarity': 'negative'}]"""
